model,setting,source,id,label,pred,answer,cpu_sec_per_1000
phishsense,pretrained,ephishllm_nolink,ephishllm:9135,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6656,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8379,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5468,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4955,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5120,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8330,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8220,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8769,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8792,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8258,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8568,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7742,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5160,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5683,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7012,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8357,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9538,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9230,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5873,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5587,1,1,truetruetrue#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5292,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6278,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6007,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5278,1,0,falsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8831,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7772,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9809,1,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4866,1,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5498,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6219,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5413,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6647,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8120,1,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7020,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9305,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6351,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5203,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9859,1,0,false#falsetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7768,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5821,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8892,1,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8032,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8824,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9912,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5698,1,0,falsefalsetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5574,1,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6620,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9360,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7029,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8170,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8094,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5027,1,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8992,1,0,falsefalsetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6959,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5411,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5014,1,0,falsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7101,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6997,1,0,falsefalsetruefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7015,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7156,1,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4938,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9921,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6403,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8221,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6456,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9658,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5373,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8703,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5739,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7599,1,0,falsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6258,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8747,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7832,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6416,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6721,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6492,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7567,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6214,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4919,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8438,1,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9232,1,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7292,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7741,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5904,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7702,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5066,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8393,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6421,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6059,1,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4816,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4852,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7201,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7887,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5288,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6566,1,1,truetruetrue#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9710,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9884,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6370,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5936,1,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6898,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5718,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6367,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5213,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9966,1,1,truetruetrue#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5550,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5259,1,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6618,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5440,1,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5331,1,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5376,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:9257,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8451,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6002,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7299,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5284,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7673,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8759,1,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8807,1,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4820,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5552,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6944,1,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:6011,1,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8193,1,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:7877,1,0,falsefalse#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:5694,1,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:561,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:893,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1684,0,0,falsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:705,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1873,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4705,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3015,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3734,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:733,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:33,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1322,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3570,0,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1756,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2922,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2540,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1374,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2628,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:598,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:179,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1261,0,0,falsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4258,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3919,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3265,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2809,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3423,0,0,falsefalsefalse#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:538,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1505,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4469,0,1,truequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3483,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:831,0,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:79,0,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:429,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2570,0,0,falsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1842,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3764,0,1,true#truetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:765,0,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1135,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1972,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1056,0,0,falsequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1421,0,0,falsetruefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:501,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:227,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2596,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4691,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1551,0,0,falsefalsefalsetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4244,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1351,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1144,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2526,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4182,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1973,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1831,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3631,0,0,falsetruetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:8,0,0,falsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:23,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:764,0,1,truefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3123,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:859,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:742,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4151,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1437,0,0,falsetruetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4239,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:322,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4637,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2899,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4112,0,0,falsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:577,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3392,0,0,falsefalsequestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:670,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1027,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1522,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2341,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1024,0,0,falsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4597,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3990,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1812,0,0,falsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:964,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1665,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3657,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3081,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4152,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:491,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:534,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2236,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4374,0,1,truetruetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:65,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4372,0,0,falsetruetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2672,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:763,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1694,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3751,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4752,0,1,true##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4261,0,0,falsefalsetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1718,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:199,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3539,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1614,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2267,0,0,falsequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1610,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3559,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1728,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1514,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4317,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3633,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3722,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1784,0,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3725,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1438,0,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3741,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4750,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3583,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3066,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:879,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3352,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:287,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1391,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4227,0,1,truetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:915,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2348,0,0,falsequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3669,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4256,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:969,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2406,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3688,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:584,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:144,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3683,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:290,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1047,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4694,0,0,falsequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:841,0,0,falsefalsefalsetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4214,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4403,0,0,falsefalsequestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2897,0,0,false##,1078.0
