model,setting,source,id,label,pred,answer,cpu_sec_per_1000
phishsense,pretrained,ceas08,ceas08:7153,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:8721,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8319,1,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:6985,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:5156,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4759,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7235,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4716,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9464,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:5173,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5333,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7506,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5589,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9016,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5523,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8978,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5451,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6120,1,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:9221,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:7814,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:9456,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:6942,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6043,1,1,truetruetrue#,704.7
phishsense,pretrained,ceas08,ceas08:5107,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:7966,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6208,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9802,1,1,truetruetrue#,704.7
phishsense,pretrained,ceas08,ceas08:8158,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4723,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:8513,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5520,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:7516,1,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:4449,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6735,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:8793,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8096,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6158,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7745,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8207,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7695,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5235,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9665,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5970,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4964,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5625,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4956,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:8072,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4505,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5464,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4848,1,1,truefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:7830,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:4593,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8807,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:9136,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9683,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7500,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8489,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:6006,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:6755,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:9635,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5837,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7533,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5352,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9759,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5687,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4434,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8588,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8692,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7154,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5965,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5863,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8743,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4750,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6890,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9201,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9194,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:5893,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5547,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8759,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8200,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7096,1,1,truetruetrue#,704.7
phishsense,pretrained,ceas08,ceas08:6996,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4459,1,1,truetruetruequestion,704.7
phishsense,pretrained,ceas08,ceas08:6685,1,1,truetruetrue#,704.7
phishsense,pretrained,ceas08,ceas08:6239,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:6636,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8421,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:9244,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:5959,1,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:8528,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8722,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5458,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8965,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:9862,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:6815,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:9396,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6756,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5527,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:5602,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4852,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8073,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6450,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:8600,1,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:5924,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:4799,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7857,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:8683,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:4827,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:6205,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6655,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:6907,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:6154,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8390,1,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5238,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:5601,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:7388,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:7380,1,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:5395,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7022,1,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:9007,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:8964,1,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:5015,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7890,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:6214,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:7037,1,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:443,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2825,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2473,0,0,falsefalsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:2431,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:318,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2540,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3328,0,1,truefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4120,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:151,0,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:3451,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4149,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3346,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:3959,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1392,0,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:4105,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:1161,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2552,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:764,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3921,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3728,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3316,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:315,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2754,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2598,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1220,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1010,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:2528,0,0,falsefalse#,704.7
phishsense,pretrained,ceas08,ceas08:4415,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3292,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:179,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3930,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:2260,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:731,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:51,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:720,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:584,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1501,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4055,0,0,falsefalse#,704.7
phishsense,pretrained,ceas08,ceas08:3062,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1413,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:798,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4083,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:842,0,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:1192,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4248,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2357,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1157,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4396,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:1780,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4285,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:2325,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:538,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4234,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4425,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:134,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3720,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:1051,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3076,0,0,falsefalsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:4411,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:721,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2554,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2389,0,0,falsefalse#,704.7
phishsense,pretrained,ceas08,ceas08:2672,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:2647,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:297,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1103,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1803,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:2297,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1600,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:2314,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:3390,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1361,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3227,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4216,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1200,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1698,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:2646,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3563,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2798,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:2939,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:17,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:551,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:410,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2741,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1476,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2801,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:530,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2131,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:1784,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2863,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3999,0,0,falsefalsequestion,704.7
phishsense,pretrained,ceas08,ceas08:3540,0,1,true##,704.7
phishsense,pretrained,ceas08,ceas08:1237,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3462,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4336,0,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:1146,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4080,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:175,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4319,0,0,false#false,704.7
phishsense,pretrained,ceas08,ceas08:3336,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2846,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:2829,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3298,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:3259,0,1,truetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:3994,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:555,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3998,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2121,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2171,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3812,0,0,false#falsetrue,704.7
phishsense,pretrained,ceas08,ceas08:877,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3321,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3258,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3148,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:1323,0,0,falsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3857,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:602,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:787,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2093,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3740,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:1491,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:1807,0,0,falsetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:93,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:416,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:4382,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:843,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:4050,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:252,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2103,0,0,falsefalse#,704.7
phishsense,pretrained,ceas08,ceas08:2970,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:1846,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:668,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3410,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:3652,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:109,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4251,0,1,truetruetruetruetrue,704.7
phishsense,pretrained,ceas08,ceas08:1896,0,1,truequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:2130,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1739,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:2653,0,0,false#false,704.7
phishsense,pretrained,ceas08,ceas08:1507,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:120,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:915,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:1869,0,0,falsefalsefalsefalsefalse,704.7
phishsense,pretrained,ceas08,ceas08:4056,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:1180,0,1,true#truetrue,704.7
phishsense,pretrained,ceas08,ceas08:626,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:1991,0,0,false##,704.7
phishsense,pretrained,ceas08,ceas08:1293,0,0,falsequestionquestion,704.7
phishsense,pretrained,ceas08,ceas08:3609,0,0,false##,704.7
