model,setting,source,id,label,pred,cpu_sec_per_1000
modernbert,pretrained,ling,ling:1622,1,1,1011.7
modernbert,pretrained,ling,ling:187,1,1,1011.7
modernbert,pretrained,ling,ling:1560,1,1,1011.7
modernbert,pretrained,ling,ling:1986,1,1,1011.7
modernbert,pretrained,ling,ling:2530,1,1,1011.7
modernbert,pretrained,ling,ling:2655,1,1,1011.7
modernbert,pretrained,ling,ling:112,1,1,1011.7
modernbert,pretrained,ling,ling:2504,1,1,1011.7
modernbert,pretrained,ling,ling:133,1,1,1011.7
modernbert,pretrained,ling,ling:2809,1,1,1011.7
modernbert,pretrained,ling,ling:2508,1,1,1011.7
modernbert,pretrained,ling,ling:21,1,1,1011.7
modernbert,pretrained,ling,ling:153,1,1,1011.7
modernbert,pretrained,ling,ling:1779,1,1,1011.7
modernbert,pretrained,ling,ling:2348,1,1,1011.7
modernbert,pretrained,ling,ling:384,1,0,1011.7
modernbert,pretrained,ling,ling:1233,1,1,1011.7
modernbert,pretrained,ling,ling:2461,1,1,1011.7
modernbert,pretrained,ling,ling:1878,1,1,1011.7
modernbert,pretrained,ling,ling:1296,1,1,1011.7
modernbert,pretrained,ling,ling:1939,1,1,1011.7
modernbert,pretrained,ling,ling:2447,1,1,1011.7
modernbert,pretrained,ling,ling:160,1,1,1011.7
modernbert,pretrained,ling,ling:2288,1,0,1011.7
modernbert,pretrained,ling,ling:1264,1,1,1011.7
modernbert,pretrained,ling,ling:1943,1,1,1011.7
modernbert,pretrained,ling,ling:227,1,0,1011.7
modernbert,pretrained,ling,ling:1113,1,1,1011.7
modernbert,pretrained,ling,ling:2821,1,1,1011.7
modernbert,pretrained,ling,ling:690,1,1,1011.7
modernbert,pretrained,ling,ling:2256,1,1,1011.7
modernbert,pretrained,ling,ling:2036,1,1,1011.7
modernbert,pretrained,ling,ling:1782,1,1,1011.7
modernbert,pretrained,ling,ling:157,1,0,1011.7
modernbert,pretrained,ling,ling:280,1,1,1011.7
modernbert,pretrained,ling,ling:2807,1,1,1011.7
modernbert,pretrained,ling,ling:2838,1,1,1011.7
modernbert,pretrained,ling,ling:851,1,1,1011.7
modernbert,pretrained,ling,ling:579,1,1,1011.7
modernbert,pretrained,ling,ling:385,1,1,1011.7
modernbert,pretrained,ling,ling:983,1,1,1011.7
modernbert,pretrained,ling,ling:159,1,1,1011.7
modernbert,pretrained,ling,ling:138,1,1,1011.7
modernbert,pretrained,ling,ling:435,1,1,1011.7
modernbert,pretrained,ling,ling:2555,1,1,1011.7
modernbert,pretrained,ling,ling:1999,1,1,1011.7
modernbert,pretrained,ling,ling:179,1,1,1011.7
modernbert,pretrained,ling,ling:494,1,1,1011.7
modernbert,pretrained,ling,ling:1969,1,1,1011.7
modernbert,pretrained,ling,ling:751,1,1,1011.7
modernbert,pretrained,ling,ling:2835,1,1,1011.7
modernbert,pretrained,ling,ling:2231,1,1,1011.7
modernbert,pretrained,ling,ling:580,1,1,1011.7
modernbert,pretrained,ling,ling:1551,1,1,1011.7
modernbert,pretrained,ling,ling:2487,1,1,1011.7
modernbert,pretrained,ling,ling:2451,1,1,1011.7
modernbert,pretrained,ling,ling:2527,1,1,1011.7
modernbert,pretrained,ling,ling:1479,1,1,1011.7
modernbert,pretrained,ling,ling:634,1,1,1011.7
modernbert,pretrained,ling,ling:2389,1,1,1011.7
modernbert,pretrained,ling,ling:92,1,1,1011.7
modernbert,pretrained,ling,ling:277,1,1,1011.7
modernbert,pretrained,ling,ling:1114,1,1,1011.7
modernbert,pretrained,ling,ling:801,1,1,1011.7
modernbert,pretrained,ling,ling:2466,1,1,1011.7
modernbert,pretrained,ling,ling:2223,1,1,1011.7
modernbert,pretrained,ling,ling:137,1,1,1011.7
modernbert,pretrained,ling,ling:2608,1,1,1011.7
modernbert,pretrained,ling,ling:2656,1,0,1011.7
modernbert,pretrained,ling,ling:2271,1,1,1011.7
modernbert,pretrained,ling,ling:85,1,1,1011.7
modernbert,pretrained,ling,ling:139,1,1,1011.7
modernbert,pretrained,ling,ling:2788,1,1,1011.7
modernbert,pretrained,ling,ling:401,1,1,1011.7
modernbert,pretrained,ling,ling:2627,1,1,1011.7
modernbert,pretrained,ling,ling:1666,1,1,1011.7
modernbert,pretrained,ling,ling:1093,1,1,1011.7
modernbert,pretrained,ling,ling:430,1,1,1011.7
modernbert,pretrained,ling,ling:665,1,1,1011.7
modernbert,pretrained,ling,ling:1756,1,1,1011.7
modernbert,pretrained,ling,ling:1355,1,1,1011.7
modernbert,pretrained,ling,ling:171,1,1,1011.7
modernbert,pretrained,ling,ling:1241,1,0,1011.7
modernbert,pretrained,ling,ling:1237,1,1,1011.7
modernbert,pretrained,ling,ling:168,1,1,1011.7
modernbert,pretrained,ling,ling:94,1,1,1011.7
modernbert,pretrained,ling,ling:2581,1,1,1011.7
modernbert,pretrained,ling,ling:653,1,1,1011.7
modernbert,pretrained,ling,ling:1386,1,1,1011.7
modernbert,pretrained,ling,ling:2635,1,1,1011.7
modernbert,pretrained,ling,ling:701,1,1,1011.7
modernbert,pretrained,ling,ling:685,1,1,1011.7
modernbert,pretrained,ling,ling:1547,1,1,1011.7
modernbert,pretrained,ling,ling:953,1,1,1011.7
modernbert,pretrained,ling,ling:2610,1,1,1011.7
modernbert,pretrained,ling,ling:2467,1,1,1011.7
modernbert,pretrained,ling,ling:2190,1,1,1011.7
modernbert,pretrained,ling,ling:998,1,1,1011.7
modernbert,pretrained,ling,ling:1089,1,1,1011.7
modernbert,pretrained,ling,ling:1365,1,0,1011.7
modernbert,pretrained,ling,ling:2420,0,0,1011.7
modernbert,pretrained,ling,ling:2353,0,0,1011.7
modernbert,pretrained,ling,ling:1016,0,0,1011.7
modernbert,pretrained,ling,ling:2053,0,0,1011.7
modernbert,pretrained,ling,ling:2401,0,0,1011.7
modernbert,pretrained,ling,ling:156,0,0,1011.7
modernbert,pretrained,ling,ling:1637,0,0,1011.7
modernbert,pretrained,ling,ling:2045,0,0,1011.7
modernbert,pretrained,ling,ling:1534,0,0,1011.7
modernbert,pretrained,ling,ling:1272,0,0,1011.7
modernbert,pretrained,ling,ling:2043,0,0,1011.7
modernbert,pretrained,ling,ling:125,0,0,1011.7
modernbert,pretrained,ling,ling:1434,0,0,1011.7
modernbert,pretrained,ling,ling:1810,0,0,1011.7
modernbert,pretrained,ling,ling:2275,0,1,1011.7
modernbert,pretrained,ling,ling:2137,0,0,1011.7
modernbert,pretrained,ling,ling:221,0,0,1011.7
modernbert,pretrained,ling,ling:2173,0,0,1011.7
modernbert,pretrained,ling,ling:1821,0,0,1011.7
modernbert,pretrained,ling,ling:1867,0,0,1011.7
modernbert,pretrained,ling,ling:1198,0,0,1011.7
modernbert,pretrained,ling,ling:2573,0,0,1011.7
modernbert,pretrained,ling,ling:1216,0,0,1011.7
modernbert,pretrained,ling,ling:2566,0,0,1011.7
modernbert,pretrained,ling,ling:1612,0,0,1011.7
modernbert,pretrained,ling,ling:630,0,0,1011.7
modernbert,pretrained,ling,ling:1566,0,0,1011.7
modernbert,pretrained,ling,ling:2084,0,0,1011.7
modernbert,pretrained,ling,ling:1546,0,0,1011.7
modernbert,pretrained,ling,ling:2441,0,0,1011.7
modernbert,pretrained,ling,ling:2138,0,0,1011.7
modernbert,pretrained,ling,ling:1335,0,0,1011.7
modernbert,pretrained,ling,ling:2406,0,0,1011.7
modernbert,pretrained,ling,ling:1432,0,0,1011.7
modernbert,pretrained,ling,ling:1426,0,0,1011.7
modernbert,pretrained,ling,ling:2496,0,0,1011.7
modernbert,pretrained,ling,ling:263,0,0,1011.7
modernbert,pretrained,ling,ling:556,0,0,1011.7
modernbert,pretrained,ling,ling:619,0,0,1011.7
modernbert,pretrained,ling,ling:1162,0,0,1011.7
modernbert,pretrained,ling,ling:538,0,0,1011.7
modernbert,pretrained,ling,ling:1548,0,0,1011.7
modernbert,pretrained,ling,ling:905,0,0,1011.7
modernbert,pretrained,ling,ling:692,0,0,1011.7
modernbert,pretrained,ling,ling:58,0,0,1011.7
modernbert,pretrained,ling,ling:1336,0,0,1011.7
modernbert,pretrained,ling,ling:2394,0,0,1011.7
modernbert,pretrained,ling,ling:2542,0,0,1011.7
modernbert,pretrained,ling,ling:2688,0,0,1011.7
modernbert,pretrained,ling,ling:1321,0,0,1011.7
modernbert,pretrained,ling,ling:1305,0,0,1011.7
modernbert,pretrained,ling,ling:1992,0,0,1011.7
modernbert,pretrained,ling,ling:515,0,0,1011.7
modernbert,pretrained,ling,ling:2170,0,0,1011.7
modernbert,pretrained,ling,ling:2313,0,0,1011.7
modernbert,pretrained,ling,ling:2712,0,0,1011.7
modernbert,pretrained,ling,ling:2790,0,0,1011.7
modernbert,pretrained,ling,ling:1712,0,0,1011.7
modernbert,pretrained,ling,ling:1615,0,0,1011.7
modernbert,pretrained,ling,ling:1904,0,0,1011.7
modernbert,pretrained,ling,ling:2101,0,0,1011.7
modernbert,pretrained,ling,ling:1125,0,0,1011.7
modernbert,pretrained,ling,ling:1961,0,0,1011.7
modernbert,pretrained,ling,ling:1150,0,1,1011.7
modernbert,pretrained,ling,ling:2125,0,0,1011.7
modernbert,pretrained,ling,ling:857,0,0,1011.7
modernbert,pretrained,ling,ling:1502,0,0,1011.7
modernbert,pretrained,ling,ling:499,0,0,1011.7
modernbert,pretrained,ling,ling:2252,0,0,1011.7
modernbert,pretrained,ling,ling:1254,0,0,1011.7
modernbert,pretrained,ling,ling:1673,0,0,1011.7
modernbert,pretrained,ling,ling:2319,0,0,1011.7
modernbert,pretrained,ling,ling:2757,0,0,1011.7
modernbert,pretrained,ling,ling:1980,0,0,1011.7
modernbert,pretrained,ling,ling:286,0,0,1011.7
modernbert,pretrained,ling,ling:299,0,0,1011.7
modernbert,pretrained,ling,ling:2647,0,0,1011.7
modernbert,pretrained,ling,ling:215,0,0,1011.7
modernbert,pretrained,ling,ling:908,0,0,1011.7
modernbert,pretrained,ling,ling:1740,0,0,1011.7
modernbert,pretrained,ling,ling:284,0,0,1011.7
modernbert,pretrained,ling,ling:925,0,0,1011.7
modernbert,pretrained,ling,ling:2160,0,0,1011.7
modernbert,pretrained,ling,ling:929,0,0,1011.7
modernbert,pretrained,ling,ling:666,0,0,1011.7
modernbert,pretrained,ling,ling:1038,0,0,1011.7
modernbert,pretrained,ling,ling:1352,0,0,1011.7
modernbert,pretrained,ling,ling:578,0,0,1011.7
modernbert,pretrained,ling,ling:110,0,0,1011.7
modernbert,pretrained,ling,ling:46,0,0,1011.7
modernbert,pretrained,ling,ling:1444,0,0,1011.7
modernbert,pretrained,ling,ling:778,0,0,1011.7
modernbert,pretrained,ling,ling:294,0,0,1011.7
modernbert,pretrained,ling,ling:2663,0,0,1011.7
modernbert,pretrained,ling,ling:1839,0,0,1011.7
modernbert,pretrained,ling,ling:2551,0,0,1011.7
modernbert,pretrained,ling,ling:842,0,0,1011.7
modernbert,pretrained,ling,ling:1557,0,0,1011.7
modernbert,pretrained,ling,ling:1656,0,0,1011.7
modernbert,pretrained,ling,ling:2603,0,0,1011.7
modernbert,pretrained,ling,ling:1513,0,0,1011.7
modernbert,pretrained,ling,ling:1710,0,0,1011.7
modernbert,pretrained,ling,ling:1052,0,0,1011.7
modernbert,pretrained,ling,ling:1592,0,0,1011.7
modernbert,pretrained,ling,ling:2298,0,0,1011.7
modernbert,pretrained,ling,ling:2342,0,0,1011.7
modernbert,pretrained,ling,ling:1447,0,0,1011.7
modernbert,pretrained,ling,ling:1030,0,0,1011.7
modernbert,pretrained,ling,ling:2005,0,0,1011.7
modernbert,pretrained,ling,ling:1726,0,0,1011.7
modernbert,pretrained,ling,ling:869,0,0,1011.7
modernbert,pretrained,ling,ling:2115,0,0,1011.7
modernbert,pretrained,ling,ling:2632,0,0,1011.7
modernbert,pretrained,ling,ling:2146,0,0,1011.7
modernbert,pretrained,ling,ling:958,0,0,1011.7
modernbert,pretrained,ling,ling:533,0,0,1011.7
modernbert,pretrained,ling,ling:1983,0,0,1011.7
modernbert,pretrained,ling,ling:2136,0,0,1011.7
modernbert,pretrained,ling,ling:1397,0,0,1011.7
modernbert,pretrained,ling,ling:756,0,0,1011.7
modernbert,pretrained,ling,ling:780,0,0,1011.7
modernbert,pretrained,ling,ling:1886,0,0,1011.7
modernbert,pretrained,ling,ling:1435,0,0,1011.7
modernbert,pretrained,ling,ling:1932,0,1,1011.7
modernbert,pretrained,ling,ling:2270,0,0,1011.7
modernbert,pretrained,ling,ling:625,0,0,1011.7
modernbert,pretrained,ling,ling:994,0,0,1011.7
modernbert,pretrained,ling,ling:2674,0,0,1011.7
modernbert,pretrained,ling,ling:1167,0,0,1011.7
modernbert,pretrained,ling,ling:244,0,0,1011.7
modernbert,pretrained,ling,ling:2549,0,0,1011.7
modernbert,pretrained,ling,ling:1370,0,0,1011.7
modernbert,pretrained,ling,ling:2721,0,1,1011.7
modernbert,pretrained,ling,ling:413,0,0,1011.7
modernbert,pretrained,ling,ling:1353,0,0,1011.7
modernbert,pretrained,ling,ling:1671,0,0,1011.7
modernbert,pretrained,ling,ling:2417,0,1,1011.7
modernbert,pretrained,ling,ling:256,0,0,1011.7
modernbert,pretrained,ling,ling:2227,0,0,1011.7
modernbert,pretrained,ling,ling:974,0,0,1011.7
modernbert,pretrained,ling,ling:1282,0,0,1011.7
modernbert,pretrained,ling,ling:2336,0,0,1011.7
modernbert,pretrained,ling,ling:1602,0,0,1011.7
modernbert,pretrained,ling,ling:1784,0,0,1011.7
modernbert,pretrained,ling,ling:1395,0,0,1011.7
modernbert,pretrained,ling,ling:2750,0,0,1011.7
modernbert,pretrained,ling,ling:1900,0,0,1011.7
modernbert,pretrained,ling,ling:2855,0,0,1011.7
modernbert,pretrained,ling,ling:2498,0,0,1011.7
modernbert,pretrained,ling,ling:554,0,0,1011.7
