model,setting,source,id,label,pred,cpu_sec_per_1000
bert,pretrained,enron,enron:5380,1,1,482.8
bert,pretrained,enron,enron:9885,1,1,482.8
bert,pretrained,enron,enron:8946,1,1,482.8
bert,pretrained,enron,enron:6098,1,1,482.8
bert,pretrained,enron,enron:9670,1,1,482.8
bert,pretrained,enron,enron:7595,1,1,482.8
bert,pretrained,enron,enron:6494,1,1,482.8
bert,pretrained,enron,enron:6809,1,1,482.8
bert,pretrained,enron,enron:6843,1,1,482.8
bert,pretrained,enron,enron:9283,1,1,482.8
bert,pretrained,enron,enron:7896,1,1,482.8
bert,pretrained,enron,enron:6772,1,1,482.8
bert,pretrained,enron,enron:5337,1,1,482.8
bert,pretrained,enron,enron:9542,1,1,482.8
bert,pretrained,enron,enron:9117,1,1,482.8
bert,pretrained,enron,enron:6485,1,1,482.8
bert,pretrained,enron,enron:5808,1,1,482.8
bert,pretrained,enron,enron:6743,1,1,482.8
bert,pretrained,enron,enron:9920,1,1,482.8
bert,pretrained,enron,enron:8649,1,1,482.8
bert,pretrained,enron,enron:6708,1,1,482.8
bert,pretrained,enron,enron:9071,1,1,482.8
bert,pretrained,enron,enron:5602,1,1,482.8
bert,pretrained,enron,enron:8417,1,1,482.8
bert,pretrained,enron,enron:7672,1,1,482.8
bert,pretrained,enron,enron:7438,1,1,482.8
bert,pretrained,enron,enron:7883,1,1,482.8
bert,pretrained,enron,enron:6790,1,1,482.8
bert,pretrained,enron,enron:5390,1,1,482.8
bert,pretrained,enron,enron:6310,1,1,482.8
bert,pretrained,enron,enron:7734,1,1,482.8
bert,pretrained,enron,enron:8291,1,1,482.8
bert,pretrained,enron,enron:5782,1,1,482.8
bert,pretrained,enron,enron:9230,1,1,482.8
bert,pretrained,enron,enron:6778,1,1,482.8
bert,pretrained,enron,enron:9708,1,1,482.8
bert,pretrained,enron,enron:9729,1,1,482.8
bert,pretrained,enron,enron:3349,0,0,482.8
bert,pretrained,enron,enron:491,0,0,482.8
bert,pretrained,enron,enron:4521,0,0,482.8
bert,pretrained,enron,enron:969,0,0,482.8
bert,pretrained,enron,enron:5305,0,0,482.8
bert,pretrained,enron,enron:1200,0,0,482.8
bert,pretrained,enron,enron:1752,0,0,482.8
bert,pretrained,enron,enron:497,0,0,482.8
bert,pretrained,enron,enron:3306,0,0,482.8
bert,pretrained,enron,enron:3615,0,0,482.8
bert,pretrained,enron,enron:2348,0,0,482.8
bert,pretrained,enron,enron:4524,0,0,482.8
bert,pretrained,enron,enron:893,0,0,482.8
bert,pretrained,enron,enron:2302,0,0,482.8
bert,pretrained,enron,enron:2364,0,0,482.8
bert,pretrained,enron,enron:3667,0,0,482.8
bert,pretrained,enron,enron:240,0,0,482.8
bert,pretrained,enron,enron:2080,0,0,482.8
bert,pretrained,enron,enron:1425,0,0,482.8
bert,pretrained,enron,enron:5014,0,0,482.8
bert,pretrained,enron,enron:1773,0,0,482.8
bert,pretrained,enron,enron:3184,0,0,482.8
bert,pretrained,enron,enron:4374,0,0,482.8
bert,pretrained,enron,enron:1620,0,0,482.8
bert,pretrained,enron,enron:5043,0,0,482.8
bert,pretrained,enron,enron:1616,0,0,482.8
bert,pretrained,enron,enron:168,0,0,482.8
bert,pretrained,enron,enron:1034,0,0,482.8
bert,pretrained,enron,enron:2226,0,0,482.8
bert,pretrained,enron,enron:5267,0,0,482.8
bert,pretrained,enron,enron:1379,0,0,482.8
bert,pretrained,enron,enron:5040,0,0,482.8
bert,pretrained,enron,enron:4331,0,0,482.8
bert,pretrained,enron,enron:4725,0,0,482.8
bert,pretrained,enron,enron:746,0,0,482.8
bert,pretrained,enron,enron:3213,0,0,482.8
bert,pretrained,enron,enron:4828,0,0,482.8
bert,pretrained,enron,enron:418,0,0,482.8
bert,pretrained,enron,enron:4526,0,0,482.8
bert,pretrained,enron,enron:4763,0,0,482.8
bert,pretrained,enron,enron:5199,0,0,482.8
bert,pretrained,enron,enron:3702,0,0,482.8
bert,pretrained,enron,enron:505,0,0,482.8
bert,pretrained,enron,enron:79,0,0,482.8
bert,pretrained,enron,enron:84,0,0,482.8
bert,pretrained,enron,enron:2577,0,0,482.8
bert,pretrained,enron,enron:4180,0,0,482.8
bert,pretrained,enron,enron:5100,0,0,482.8
bert,pretrained,enron,enron:4907,0,0,482.8
bert,pretrained,enron,enron:1532,0,0,482.8
bert,pretrained,enron,enron:8,0,0,482.8
bert,pretrained,enron,enron:4085,0,0,482.8
bert,pretrained,enron,enron:589,0,0,482.8
bert,pretrained,enron,enron:426,0,0,482.8
bert,pretrained,enron,enron:4230,0,0,482.8
bert,pretrained,enron,enron:4080,0,0,482.8
bert,pretrained,enron,enron:3044,0,0,482.8
bert,pretrained,enron,enron:1041,0,0,482.8
bert,pretrained,enron,enron:2072,0,0,482.8
bert,pretrained,enron,enron:465,0,0,482.8
bert,pretrained,enron,enron:296,0,0,482.8
bert,pretrained,enron,enron:4955,0,0,482.8
bert,pretrained,enron,enron:1129,0,0,482.8
bert,pretrained,enron,enron:1612,0,0,482.8
bert,pretrained,enron,enron:373,0,0,482.8
bert,pretrained,enron,enron:4951,0,0,482.8
bert,pretrained,enron,enron:1115,0,0,482.8
bert,pretrained,enron,enron:15,0,0,482.8
bert,pretrained,enron,enron:747,0,0,482.8
bert,pretrained,enron,enron:1436,0,0,482.8
bert,pretrained,enron,enron:279,0,0,482.8
bert,pretrained,enron,enron:5217,0,0,482.8
bert,pretrained,enron,enron:2209,0,0,482.8
bert,pretrained,enron,enron:5198,0,0,482.8
bert,pretrained,enron,enron:3166,0,0,482.8
bert,pretrained,enron,enron:2222,0,0,482.8
bert,pretrained,enron,enron:3303,0,0,482.8
bert,pretrained,enron,enron:4073,0,0,482.8
bert,pretrained,enron,enron:3909,0,0,482.8
bert,pretrained,enron,enron:538,0,0,482.8
bert,pretrained,enron,enron:833,0,0,482.8
bert,pretrained,enron,enron:4448,0,0,482.8
bert,pretrained,enron,enron:1420,0,0,482.8
bert,pretrained,enron,enron:23,0,0,482.8
bert,pretrained,enron,enron:1235,0,0,482.8
bert,pretrained,enron,enron:3892,0,0,482.8
bert,pretrained,enron,enron:4232,0,0,482.8
bert,pretrained,enron,enron:5192,0,0,482.8
bert,pretrained,enron,enron:4044,0,0,482.8
bert,pretrained,enron,enron:1292,0,0,482.8
bert,pretrained,enron,enron:1212,0,0,482.8
bert,pretrained,enron,enron:3014,0,0,482.8
bert,pretrained,enron,enron:4789,0,0,482.8
bert,pretrained,enron,enron:290,0,0,482.8
bert,pretrained,enron,enron:2366,0,0,482.8
bert,pretrained,enron,enron:1498,0,0,482.8
bert,pretrained,enron,enron:1831,0,0,482.8
bert,pretrained,enron,enron:879,0,0,482.8
bert,pretrained,enron,enron:653,0,0,482.8
bert,pretrained,enron,enron:1047,0,0,482.8
bert,pretrained,enron,enron:1437,0,0,482.8
bert,pretrained,enron,enron:2153,0,0,482.8
bert,pretrained,enron,enron:4517,0,0,482.8
bert,pretrained,enron,enron:4531,0,0,482.8
bert,pretrained,enron,enron:3867,0,0,482.8
bert,pretrained,enron,enron:167,0,0,482.8
bert,pretrained,enron,enron:5162,0,0,482.8
bert,pretrained,enron,enron:4144,0,0,482.8
bert,pretrained,enron,enron:3820,0,0,482.8
bert,pretrained,enron,enron:1434,0,0,482.8
bert,pretrained,enron,enron:1545,0,0,482.8
bert,pretrained,enron,enron:877,0,0,482.8
bert,pretrained,enron,enron:439,0,0,482.8
bert,pretrained,enron,enron:5140,0,0,482.8
bert,pretrained,enron,enron:239,0,0,482.8
bert,pretrained,enron,enron:5101,0,0,482.8
bert,pretrained,enron,enron:2688,0,0,482.8
bert,pretrained,enron,enron:471,0,0,482.8
bert,pretrained,enron,enron:4269,0,0,482.8
bert,pretrained,enron,enron:3949,0,0,482.8
bert,pretrained,enron,enron:4947,0,0,482.8
bert,pretrained,enron,enron:1894,0,0,482.8
bert,pretrained,enron,enron:4447,0,0,482.8
bert,pretrained,enron,enron:2519,0,0,482.8
bert,pretrained,enron,enron:3733,0,0,482.8
bert,pretrained,enron,enron:4019,0,0,482.8
bert,pretrained,enron,enron:2314,0,0,482.8
bert,pretrained,enron,enron:346,0,0,482.8
bert,pretrained,enron,enron:3649,0,0,482.8
bert,pretrained,enron,enron:1055,0,0,482.8
bert,pretrained,enron,enron:4309,0,0,482.8
bert,pretrained,enron,enron:4183,0,0,482.8
bert,pretrained,enron,enron:842,0,0,482.8
bert,pretrained,enron,enron:5274,0,0,482.8
bert,pretrained,enron,enron:4401,0,0,482.8
bert,pretrained,enron,enron:80,0,0,482.8
bert,pretrained,enron,enron:4635,0,0,482.8
bert,pretrained,enron,enron:4881,0,0,482.8
bert,pretrained,enron,enron:3670,0,0,482.8
bert,pretrained,enron,enron:1090,0,0,482.8
bert,pretrained,enron,enron:3464,0,0,482.8
bert,pretrained,enron,enron:4049,0,0,482.8
bert,pretrained,enron,enron:2882,0,0,482.8
bert,pretrained,enron,enron:2952,0,0,482.8
bert,pretrained,enron,enron:2594,0,0,482.8
bert,pretrained,enron,enron:4546,0,0,482.8
bert,pretrained,enron,enron:2813,0,0,482.8
bert,pretrained,enron,enron:2801,0,0,482.8
bert,pretrained,enron,enron:4803,0,0,482.8
bert,pretrained,enron,enron:1580,0,0,482.8
